Time,Number of players,Total bets,Multiplier(Crash),Total gains,L
19:18,8505,3233703.58 LKR,6.1,7460652.19 LKR,2297363
19:18,9119,3457335.7 LKR,2.34,1391170.42 LKR,2297380
19:19,8471,3187418.01 LKR,1.5,455445.97 LKR,2297392
19:19,8217,3491945.68 LKR,2.13,1649802.87 LKR,2297398
19:20,10183,3973182.86 LKR,1.35,385840.86 LKR,2297410
19:20,9694,3997621.84 LKR,3.07,4266999.73 LKR,2297421
19:20,10847,4349199.18 LKR,6.09,9155755.47 LKR,2297432
19:21,10634,4110291.39 LKR,1.23,0 LKR,2297450
19:21,9563,3950562.2 LKR,2,1761943.32 LKR,2297461
19:21,10957,4990384.93 LKR,1.75,585483 LKR,2297471
19:22,10606,4618033.72 LKR,1.59,732572.11 LKR,2297481
19:23,10421,4287872.33 LKR,30.43,16883160.64 LKR,2297492
19:23,11225,3998531.53 LKR,4.15,6914122.18 LKR,2297515
19:23,10438,3955272.82 LKR,2.06,1719967.34 LKR,2297529
19:24,9366,3431007.2 LKR,1,0 LKR,2297541
19:24,9872,4292780.07 LKR,5.68,8988394.13 LKR,2297550
19:25,12146,4711014.83 LKR,9.05,13411372.28 LKR,2297565
19:25,11553,4566101.1 LKR,1.64,692145.1 LKR,2297583
19:25,10289,3843388.56 LKR,2.14,1536562.69 LKR,2297595
19:26,11808,5049713.04 LKR,1.4,572810.78 LKR,2297606
19:26,11283,6203697.36 LKR,1.25,218774.48 LKR,2297618
19:27,10779,6442019.05 LKR,4.9,9269428.49 LKR,2297628
19:27,12985,6418610.85 LKR,2.44,2323504.56 LKR,2297640
19:27,11929,4988050.18 LKR,7.8,13734491.76 LKR,2297652
19:28,12767,4727347.86 LKR,2.38,2316445 LKR,2297672
19:28,11595,3774089.01 LKR,1.08,69241.42 LKR,2297683
19:29,10572,4529384.53 LKR,4.41,7256219.85 LKR,2297694
19:29,13185,6723418.77 LKR,1.06,0 LKR,2297706
19:29,12788,6695970.21 LKR,1.32,140625.97 LKR,2297712
19:29,11931,6151592.05 LKR,1.01,0 LKR,2297723
19:30,11904,5594241.47 LKR,1.06,47513.79 LKR,2297731
19:30,10534,4766301.69 LKR,1.31,140709.3 LKR,2297741
19:30,10236,5167927.03 LKR,2.93,4244060.31 LKR,2297750
19:31,12121,4728976.29 LKR,1.08,99005.85 LKR,2297764
19:31,10060,5095279.67 LKR,2.48,1562547.99 LKR,2297772
19:32,10248,4468247.03 LKR,18.24,16742880.84 LKR,2297786
19:32,11127,4894287.58 LKR,1.72,86418.52 LKR,2297806
19:32,9572,5535129.62 LKR,1,0 LKR,2297816
19:33,9736,4682018.65 LKR,3.61,5837757.94 LKR,2297825
19:33,11013,4439391.53 LKR,1.01,0 LKR,2297836
19:34,10123,4235623.82 LKR,2.06,743889.95 LKR,2297847
19:34,10581,4448926.06 LKR,1.54,315113.24 LKR,2297857
19:34,9768,4095081.73 LKR,1.52,320134.69 LKR,2297867
19:35,9409,4211924.63 LKR,23.98,16318117.31 LKR,2297878
19:35,10480,4536186.52 LKR,5.47,12031830.24 LKR,2297899
19:36,9861,3889053.97 LKR,2.29,2678660.09 LKR,2297913
19:36,8517,2786059.92 LKR,2.03,939369.69 LKR,2297922
19:37,9360,4274304.78 LKR,3.06,4492050.83 LKR,2297933
19:37,10940,4177005.6 LKR,3.95,7427096.12 LKR,2297945
19:37,11045,3761840.16 LKR,2.69,3230882.68 LKR,2297957
19:38,10722,4146306.06 LKR,1.93,1394543.49 LKR,2297970
19:38,9874,3930074.26 LKR,1.05,0 LKR,2297978
19:38,9366,3664921.65 LKR,2.48,1429381.39 LKR,2297988
19:39,11872,5182243.61 LKR,1.93,1917663.62 LKR,2297999
19:39,11301,4737096.7 LKR,1.64,698751.76 LKR,2298010
19:39,10511,4632352.6 LKR,1.5,478378.9 LKR,2298021
19:40,10376,5081779.69 LKR,1.07,80243.14 LKR,2298032
19:40,9506,5397266.51 LKR,1.39,389122.52 LKR,2298040
19:40,8848,4614264.82 LKR,1.06,0 LKR,2298052
19:41,8434,4989256.78 LKR,30.22,17952649.94 LKR,2298060
19:41,10650,5083497.06 LKR,1.03,0 LKR,2298085
19:42,9087,4308441.12 LKR,3.49,6868036.06 LKR,2298095
19:42,9880,4838493.52 LKR,7.09,10937378.47 LKR,2298105
19:43,10229,4453934.33 LKR,1.71,605691.9 LKR,2298121
19:43,18256,8423093.44 LKR,3.65,14353881.84 LKR,2298128
19:43,17453,6774998.13 LKR,1.46,192612.82 LKR,2298140
19:44,14260,6224991.18 LKR,21.46,21836770.82 LKR,2298152
19:45,19520,9023780.07 LKR,11.11,29871600.54 LKR,2298169
19:45,19500,10849016.22 LKR,9.79,33357322.81 LKR,2298189
19:46,19650,9086952.6 LKR,1.56,393930.26 LKR,2298204
19:46,15178,6638604.63 LKR,1.27,387849.89 LKR,2298213
19:46,14707,6413649.83 LKR,1.8,1118153.58 LKR,2298225
19:47,17775,10325011.51 LKR,1.4,411574.34 LKR,2298235
19:47,16977,8978315.79 LKR,1.16,0 LKR,2298246
19:47,15775,9189820.86 LKR,8.43,27069087.59 LKR,2298257
19:48,20668,10171370.83 LKR,1.94,2398959.65 LKR,2298270
19:48,19263,8945340.45 LKR,1.6,911019.98 LKR,2298282
19:49,17722,9639533.06 LKR,2.22,3500284.79 LKR,2298294
19:49,19901,10254780.45 LKR,1.09,189903.75 LKR,2298305
19:49,17919,8907390.81 LKR,2.14,2007818.59 LKR,2298314
19:50,18787,9988451.59 LKR,2.93,10361110.98 LKR,2298326
19:50,19258,10648934.76 LKR,1.99,1737062.62 LKR,2298336
19:50,18322,9613104.73 LKR,5.25,20579460.85 LKR,2298347
19:51,19278,11226939.35 LKR,1.43,988187.73 LKR,2298363
19:51,17226,10523722.35 LKR,1.29,257360.46 LKR,2298370
19:52,15639,10087696.38 LKR,6.99,24966050.92 LKR,2298380
19:52,18616,12471151.08 LKR,1,0 LKR,2298396
19:53,17464,9270614.42 LKR,22.83,33853661.5 LKR,2298403
19:53,19083,10314269.19 LKR,2.39,5402029.81 LKR,2298423
19:53,16777,9257393.73 LKR,1.18,105133.97 LKR,2298434
19:54,14962,8889905.86 LKR,1.02,0 LKR,2298442
19:54,15887,9163619.98 LKR,34.58,32295685.21 LKR,2298448
19:55,18564,9556109.87 LKR,1.49,306512.56 LKR,2298475
19:55,15219,9001787 LKR,3.75,12256369.89 LKR,2298484
19:56,17477,10103597.09 LKR,1.76,4310027.28 LKR,2298496
19:56,17103,10126373.92 LKR,3.79,13480379.63 LKR,2298506
19:56,18561,8915184.23 LKR,2.61,6454302.71 LKR,2298523
19:57,18594,9531659.16 LKR,5.61,18904300.24 LKR,2298534
19:57,19427,8994348.79 LKR,4.32,14374179.46 LKR,2298546
19:58,19635,10135309.41 LKR,1.31,1786003.53 LKR,2298559
19:58,16371,6434414.46 LKR,1.01,0 LKR,2298569
19:58,17422,8103889.37 LKR,3.26,5854559.59 LKR,2298579
19:59,20892,10594034.78 LKR,2.85,8569804.06 LKR,2298591
19:59,20217,12347413.24 LKR,4.98,23391133.88 LKR,2298604
20:00,20478,9934185.36 LKR,2.14,4245236.52 LKR,2298616
20:00,19035,9128382.99 LKR,1.36,2069982.61 LKR,2298627
20:00,16927,7404353.56 LKR,2.23,2468010.24 LKR,2298632
20:01,19958,11554716.34 LKR,6.69,29637456.12 LKR,2298646
20:02,20590,10668080.24 LKR,32.32,39441952.26 LKR,2298663
20:02,19399,10273272.22 LKR,2.63,6823320.67 LKR,2298686
20:02,16742,7165466.52 LKR,4.84,12840002.95 LKR,2298696
20:03,19167,9836051.47 LKR,1.15,0 LKR,2298713
20:03,15673,8464885.39 LKR,7.95,24467091.28 LKR,2298722
20:04,20737,9640318.29 LKR,1.35,0 LKR,2298736
20:04,19236,10692858.04 LKR,23.31,40191027.31 LKR,2298744
20:05,20783,8988897.84 LKR,3.16,7497078.08 LKR,2298767
20:05,19166,9657955.56 LKR,1.47,0 LKR,2298781
20:06,18539,8839129.42 LKR,2.4,4027848.08 LKR,2298791
20:06,21147,11907804.09 LKR,1.27,0 LKR,2298802
20:06,20359,11249374.99 LKR,1.25,191291.78 LKR,2298812
20:06,19292,10460010.15 LKR,1.25,811937.45 LKR,2298819
20:07,18634,9948824.91 LKR,1.4,505265.78 LKR,2298830
20:07,18142,11070387.81 LKR,1.79,1494973.43 LKR,2298839
20:08,18812,12496728.44 LKR,3.22,14128917.29 LKR,2298851
20:08,20838,12232312.07 LKR,1.38,173150.03 LKR,2298863
20:08,18902,11152921.82 LKR,1.14,0 LKR,2298870
20:09,16602,11393485.36 LKR,1.64,569142.65 LKR,2298879
20:09,17016,14245643.28 LKR,1,0 LKR,2298891
20:09,17744,14999576.79 LKR,1.31,0 LKR,2298897
20:09,15131,10329488.37 LKR,3.27,11017543.39 LKR,2298909
20:10,17355,11036959.19 LKR,5.33,27108539.78 LKR,2298919
20:10,17937,9143930 LKR,3.07,9780759.53 LKR,2298936
20:11,17464,8732908.1 LKR,3.8,12564247.31 LKR,2298947
20:11,17614,7951501.92 LKR,1.76,657695.77 LKR,2298961
20:12,15920,7381772.69 LKR,2.63,4761086.19 LKR,2298972
20:12,17917,10119470.98 LKR,1.07,95653.88 LKR,2298984
20:12,15870,9886756.32 LKR,12.98,31725640.1 LKR,2298994
20:13,18364,9383335.43 LKR,1.3,153485.22 LKR,2299010
20:13,16727,8915707.65 LKR,1.05,0 LKR,2299021
20:13,16004,8572363.19 LKR,1.12,0 LKR,2299031
20:14,14959,7772179.31 LKR,14.95,26747967.25 LKR,2299043
20:14,17350,8229995.3 LKR,1.02,0 LKR,2299059
20:15,15551,6767708.37 LKR,1.43,370433.68 LKR,2299068
20:15,14951,6879851.21 LKR,1.02,158977.16 LKR,2299077
20:15,15234,9849411.87 LKR,1.71,1062581.02 LKR,2299087
20:16,15583,9707705.71 LKR,2.91,7379107.76 LKR,2299098
20:16,16939,9275797.18 LKR,1.13,0 LKR,2299110
20:16,14387,7789649.31 LKR,6.66,22257862.56 LKR,2299119
20:17,16082,6908871.01 LKR,1.45,650428.42 LKR,2299138
20:17,14626,7334268.01 LKR,2.37,2293903.16 LKR,2299146
20:17,15559,7032506.67 LKR,1.32,529123.99 LKR,2299155
20:18,14876,7355621.64 LKR,2.61,3896812.51 LKR,2299168
20:18,15111,7853528.52 LKR,1.68,765665.98 LKR,2299183
20:19,14940,6283950.78 LKR,18.93,21140053.75 LKR,2299191
20:19,15208,6135878.15 LKR,9.62,18017439.79 LKR,2299214
20:20,14986,6258897.2 LKR,1.39,310273.43 LKR,2299230
20:20,12492,6100709.18 LKR,5.6,11297905.92 LKR,2299239
20:21,15175,8675627.58 LKR,1.78,2370993.72 LKR,2299255
20:21,15524,9179144.57 LKR,1.42,2662341.56 LKR,2299265
20:22,14896,8449997.63 LKR,12.57,25295754.28 LKR,2299273
20:22,16276,7923336.69 LKR,1.4,1252183.18 LKR,2299290
20:22,13578,4644994.11 LKR,1.27,123446.05 LKR,2299298
20:22,11578,4145206.89 LKR,1.05,0 LKR,2299306
20:23,11309,4423129.55 LKR,4.78,8804592.96 LKR,2299317
20:23,13039,4745777.28 LKR,2.02,1468690.28 LKR,2299332
20:24,12493,4415000.53 LKR,1.04,0 LKR,2299341
20:24,11658,4636229.78 LKR,7.72,12691268.01 LKR,2299348
20:24,13184,4783713.36 LKR,1.16,0 LKR,2299362
20:25,11520,4164640.57 LKR,2.57,1883273.05 LKR,2299371
20:25,13300,5339564.54 LKR,1.63,728079.3 LKR,2299382
20:26,12730,5528652.31 LKR,4.02,9076954.26 LKR,2299395
20:26,13597,5552173.85 LKR,2.46,3364414.87 LKR,2299407
20:26,13016,5454801.76 LKR,1.18,0 LKR,2299418
20:27,12367,4803924.51 LKR,5.13,10159051.36 LKR,2299429
20:27,13943,5210069.74 LKR,2.67,4599049.12 LKR,2299443
20:27,12566,4983823.64 LKR,1.09,0 LKR,2299452
20:28,12512,5256630.48 LKR,1.34,405750.17 LKR,2299463
20:28,12884,5221587.82 LKR,1.19,469498.69 LKR,2299476
20:28,12338,4991172.63 LKR,1.93,1044616.82 LKR,2299486
20:29,12985,5658937.06 LKR,21.53,16314887.39 LKR,2299497
20:29,13281,4424280.58 LKR,1.12,66165.78 LKR,2299515
20:30,11133,4449921.28 LKR,4.08,8245411.11 LKR,2299524
20:30,12227,4366850.02 LKR,1.29,472435.54 LKR,2299537
20:30,11468,4306104.67 LKR,1.31,316382.52 LKR,2299547
20:31,11644,4380013.55 LKR,1.43,277383.74 LKR,2299558
20:31,11505,4854196.08 LKR,13.63,14153337.03 LKR,2299569
20:32,12519,4400061.98 LKR,2.05,784758.48 LKR,2299588
20:32,11224,4633054.22 LKR,8.48,12602559.2 LKR,2299601
20:33,12185,5596969.13 LKR,1.13,60068.82 LKR,2299615
20:33,10578,5583443.98 LKR,1.33,409837.65 LKR,2299626
20:33,11364,6398643.51 LKR,2.69,3617849.5 LKR,2299637
20:34,14103,7212684.54 LKR,2.9,6263115.14 LKR,2299648
20:34,14098,6678473.75 LKR,2.29,2055192.41 LKR,2299659
20:34,13264,6190004.62 LKR,1.57,629433.64 LKR,2299670
20:35,12315,6534023.03 LKR,23.76,41807962.46 LKR,2299679
20:36,13228,4146864.2 LKR,1.23,180598.09 LKR,2299700
20:36,11330,4745982.36 LKR,24.1,16386324.89 LKR,2299712
20:37,12143,4022616.81 LKR,1.37,213103.1 LKR,2299733
20:37,11996,4909588.78 LKR,6.76,13133921.04 LKR,2299743
20:37,12776,4668568.61 LKR,1.66,1015494.37 LKR,2299761
20:38,13741,4909125.85 LKR,8.21,13638103.62 LKR,2299772
20:38,13020,5078635.78 LKR,1.46,105838.19 LKR,2299786
20:39,14360,5246848.32 LKR,3.82,6413737.35 LKR,2299796
20:39,14474,5918468.82 LKR,1.94,2130072.64 LKR,2299809
20:40,15394,6193194.27 LKR,7.21,16598712.51 LKR,2299821
20:40,14150,5175657.92 LKR,22.78,19345068.26 LKR,2299834
20:41,13987,4903565.7 LKR,1.06,0 LKR,2299854
20:41,13196,5302750.01 LKR,3.55,6696037.48 LKR,2299862
20:41,15128,5398901.05 LKR,1.41,345765.65 LKR,2299873
20:42,15870,7091173.81 LKR,3.71,10429004.27 LKR,2299883
20:42,15611,6100527.02 LKR,1.56,658477.97 LKR,2299895
20:43,16565,7794409.02 LKR,1.33,478524.85 LKR,2299905
20:43,15537,6407444.07 LKR,1.09,367251.81 LKR,2299916
20:43,14653,7064945.69 LKR,2.68,4486366.4 LKR,2299926
20:44,16659,6417795.02 LKR,2.18,2327074.07 LKR,2299938
20:44,15787,7374002.72 LKR,2.01,2127829.42 LKR,2299949
20:44,15221,6018468.97 LKR,1.54,245112.06 LKR,2299961
20:45,14468,6080262.87 LKR,1.92,1550006.88 LKR,2299973
20:45,15390,6162172.04 LKR,9.37,18404594.22 LKR,2299982
20:46,15392,5190321.47 LKR,9.63,16390604.07 LKR,2299999
20:46,14789,5722010.73 LKR,1.01,0 LKR,2300012
20:47,13343,5209248.34 LKR,7.22,14254520.27 LKR,2300019
20:47,14777,5444496.52 LKR,3.26,5107529.69 LKR,2300035
20:47,14451,5318357.9 LKR,3.43,7088850.46 LKR,2300050
20:48,15363,5661531.99 LKR,1.34,214932.83 LKR,2300062
20:48,13644,5147472.71 LKR,2.1,1101943.18 LKR,2300071
20:49,15763,5988803.31 LKR,4.98,11286457.43 LKR,2300083
20:49,16708,5853544.81 LKR,2.74,4241405.71 LKR,2300100
20:49,15561,5779748.97 LKR,1.4,318551.64 LKR,2300109
20:50,14673,5183915.33 LKR,13.27,17972553.97 LKR,2300117
20:50,15921,5387728.25 LKR,2.97,4831404.55 LKR,2300137
20:51,15259,5623044.9 LKR,2.18,3353253.22 LKR,2300149
20:51,15392,5855578.59 LKR,1.09,38794.72 LKR,2300160
20:51,14705,6340411.69 LKR,1.33,0 LKR,2300168
20:52,15059,6909640.55 LKR,1.94,2574894.04 LKR,2300179
20:52,16910,7991757.67 LKR,1.31,876781.8 LKR,2300188
20:52,15486,7779214.42 LKR,1.84,1837311.12 LKR,2300196
20:53,15771,7373693.74 LKR,2.38,3953945.6 LKR,2300210
20:53,15813,6129239.99 LKR,1.05,0 LKR,2300221
20:53,14453,5739117.3 LKR,1.55,302389.51 LKR,2300229
20:54,19445,11723816.34 LKR,1.28,68826.08 LKR,2300252
20:54,18223,11137523.5 LKR,3,13732623.65 LKR,2300262
20:55,20018,12104820.34 LKR,8.56,30722252.87 LKR,2300273
20:55,19483,10117738.93 LKR,1.75,550976.82 LKR,2300290
20:56,18203,9896278.26 LKR,1.05,0 LKR,2300299
20:56,17087,11113103.76 LKR,1.09,0 LKR,2300309
20:57,16765,8630154.47 LKR,17.57,32064951.69 LKR,2300318
20:57,20083,10756911.9 LKR,1.76,1583308.12 LKR,2300336
20:57,18024,11996430.9 LKR,2.48,5026606.06 LKR,2300347
20:58,19425,11407480.72 LKR,6.57,32741573.63 LKR,2300361
20:58,19531,10300433.73 LKR,1.47,735706.4 LKR,2300379
20:59,17712,10589678.37 LKR,1.29,169797.31 LKR,2300389
20:59,17883,10089104.15 LKR,5.87,27581548.77 LKR,2300398
21:00,20499,14699541.28 LKR,8.56,46315131.24 LKR,2300412
21:00,18682,10200869.66 LKR,1.75,1418182.77 LKR,2300430
21:00,16694,10264022.14 LKR,1.88,1644889.41 LKR,2300442
21:01,19229,12039326.18 LKR,1.63,843558.08 LKR,2300453
21:01,19942,11989701.78 LKR,5.68,22667289.91 LKR,2300466
21:01,21309,13622913.24 LKR,1.1,0 LKR,2300480
21:02,18288,13313402.67 LKR,1.4,0 LKR,2300487
21:02,18641,12201168.78 LKR,1.87,2883914.83 LKR,2300497
21:02,20653,16367522.69 LKR,1.17,0 LKR,2300508
21:03,18772,17325089.29 LKR,1.57,660033.84 LKR,2300517
21:03,18695,16935223.25 LKR,1.74,2074079.71 LKR,2300526
21:03,18143,18003663.66 LKR,2.54,8236969.52 LKR,2300538
21:04,19176,15745806.3 LKR,2.47,5094242.24 LKR,2300547
21:05,18635,13795859.61 LKR,18.7,62689686.34 LKR,2300560
21:05,17951,12670926.85 LKR,15.89,44092279.57 LKR,2300579
21:06,17243,10384338.65 LKR,1.34,737730.43 LKR,2300597
21:06,13670,7673913.87 LKR,25.21,25080372.8 LKR,2300608
21:07,17113,10473048.07 LKR,21.29,38565932.29 LKR,2300629
21:07,17246,12084301.72 LKR,1.13,626723.51 LKR,2300648
21:08,14008,10110732.61 LKR,2.71,3850749.28 LKR,2300659
21:09,17760,12002821.09 LKR,27.03,38671792.76 LKR,2300672
21:09,18593,12026989.76 LKR,4.59,24297497.09 LKR,2300695
21:09,17685,8988699.03 LKR,1.19,0 LKR,2300711
21:10,15288,8334973.03 LKR,1.57,1026669.51 LKR,2300717
21:10,16735,9916987.59 LKR,1.51,1841291.18 LKR,2300727
21:10,17457,10263084.13 LKR,3.5,13212783.3 LKR,2300737
21:11,21076,13421148.98 LKR,1.02,0 LKR,2300752
21:11,18407,13421313.34 LKR,12.98,42213720.28 LKR,2300761
21:12,20310,13806318.67 LKR,1.4,2048635.63 LKR,2300776
21:12,18772,12535592.87 LKR,9.01,37229401.05 LKR,2300789
21:13,19382,10022879.58 LKR,2.23,2275097.11 LKR,2300806
21:13,18531,12403318.57 LKR,2,4195518.48 LKR,2300817
21:13,19690,11516769.42 LKR,3.76,15957352.98 LKR,2300829
21:14,20679,10691481.08 LKR,3.79,15411104.63 LKR,2300841
21:14,20703,12890367.47 LKR,1.54,700294.78 LKR,2300856
21:14,18868,11189612.48 LKR,1.59,425184.01 LKR,2300864
21:15,19429,11554635.86 LKR,1.46,468787.11 LKR,2300875
21:15,18819,11820164.23 LKR,9.53,35990425.45 LKR,2300884
21:16,21979,11293845.47 LKR,3.02,10296786.33 LKR,2300904
21:16,20391,10835378.96 LKR,2.99,11023879.74 LKR,2300915
21:16,20434,11096590.07 LKR,1.7,1386941.91 LKR,2300925
21:17,18420,9516314.6 LKR,1.73,2089312.35 LKR,2300934
21:17,19215,10639700.03 LKR,1.69,1866974.91 LKR,2300945
21:17,19365,12451508.38 LKR,1.02,0 LKR,2300955
21:18,18859,10311591.54 LKR,1.41,618052.45 LKR,2300962
21:18,17890,11210023.81 LKR,1.66,2863437.88 LKR,2300973
21:18,18163,12467848.14 LKR,1.09,0 LKR,2300983
21:19,16247,10476745.88 LKR,1.42,0 LKR,2300994
21:19,15109,11483398.79 LKR,1.13,0 LKR,2301005
21:19,13351,10838405.96 LKR,1.03,0 LKR,2301014
21:20,13252,13082895.33 LKR,4.27,20254562.09 LKR,2301024
21:20,17482,13261733 LKR,1.15,0 LKR,2301038
21:20,14907,9790961.74 LKR,2.26,1789523.46 LKR,2301050
21:21,15208,9524055.44 LKR,1.26,260983.31 LKR,2301060
21:21,12944,9158491.38 LKR,3.04,11232879.55 LKR,2301067
21:21,15039,9948644.37 LKR,1.14,93672.51 LKR,2301082
21:22,12815,10551484.96 LKR,1.65,299288.86 LKR,2301091
21:22,12366,12179864.35 LKR,1.02,0 LKR,2301098
21:22,11208,11640606.04 LKR,1.34,343440.92 LKR,2301108
21:23,10058,10709794.01 LKR,1.12,0 LKR,2301117
21:23,8877,6873354.17 LKR,7.48,16456909.14 LKR,2301128
21:24,12866,10493877.36 LKR,2.73,3801742.05 LKR,2301146
21:34,14906,8951169.75 LKR,25.47,25318347.17 LKR,2301440
21:34,14988,9034416.85 LKR,21.66,31779103.36 LKR,2301462
21:35,15507,8919911.54 LKR,1,0 LKR,2301481
21:35,13263,7187881.64 LKR,1.4,282892.41 LKR,2301487
21:35,12848,7234288.24 LKR,1.44,1192132.79 LKR,2301499
21:36,13644,7633394.67 LKR,8.1,17841727.46 LKR,2301510
21:36,17221,9142957.53 LKR,5.73,18123738.61 LKR,2301526
21:37,16719,10190697.05 LKR,2.71,7974264.31 LKR,2301542
21:37,15161,9863142.22 LKR,1.03,33065.12 LKR,2301551
21:38,13524,9537680.79 LKR,8.96,28809780.95 LKR,2301560
21:38,17985,10959829.47 LKR,1.85,3867162.65 LKR,2301576
21:38,16376,9291491.51 LKR,1.63,823116.79 LKR,2301587
21:39,15996,8898547.72 LKR,1.2,0 LKR,2301597
21:39,16176,9661895.85 LKR,13.07,33476908.64 LKR,2301607
21:40,18717,10198642.8 LKR,1.74,1698219.62 LKR,2301625
21:40,16637,8766202 LKR,1.64,778185.88 LKR,2301636
21:40,16719,10016276.92 LKR,2.66,5315314.41 LKR,2301646
21:41,18986,11288752.12 LKR,10.72,37611517.92 LKR,2301659
21:41,18782,10588117.13 LKR,1.92,1469334.56 LKR,2301677
21:42,16505,9938741.31 LKR,1.24,152957.27 LKR,2301690
21:42,15845,9438560.04 LKR,2.28,4421629.92 LKR,2301698
21:42,18706,10073517.48 LKR,3.82,14366319.54 LKR,2301709
21:43,19213,11149647.39 LKR,4.13,21422182.74 LKR,2301722
21:43,18609,8949104.54 LKR,1.78,1546247.41 LKR,2301732
21:44,16605,6900238.7 LKR,1.21,0 LKR,2301741
21:44,16107,7258645.39 LKR,1.73,608002.21 LKR,2301750
21:45,17334,8830161.65 LKR,26.41,29208268.21 LKR,2301762
21:45,18608,7497443.44 LKR,2.78,5000378.92 LKR,2301787
21:45,16398,7010924.34 LKR,1.57,975935.25 LKR,2301798
21:46,14876,6440918.37 LKR,5.24,13079951.83 LKR,2301808
21:46,18389,8190430.55 LKR,11.16,27612049.41 LKR,2301823
21:47,17663,6892575.14 LKR,2.34,2223079.89 LKR,2301839
21:47,15445,6051872 LKR,10.83,18727797.19 LKR,2301849
21:48,18201,7554605.45 LKR,1.98,996553.87 LKR,2301867
21:48,16307,7651362.43 LKR,1.61,1505796.26 LKR,2301878
21:48,15999,7123243.52 LKR,1.2,78468 LKR,2301888
21:49,16836,8179483.25 LKR,2.54,4226523.52 LKR,2301898
21:49,20633,10708999.28 LKR,1.55,0 LKR,2301911
21:50,18928,10006953.94 LKR,3.11,10772168.15 LKR,2301919
21:50,20664,9813882.76 LKR,2.09,430245.71 LKR,2301931
21:50,19284,8650320.13 LKR,1.87,1579879.25 LKR,2301940
21:51,18433,8214518.74 LKR,3.11,8246938.6 LKR,2301952
21:51,19505,9234476.27 LKR,1.1,0 LKR,2301964
21:51,16929,8383090.51 LKR,1.32,0 LKR,2301973
21:52,15690,7867403.24 LKR,1.16,0 LKR,2301983
21:52,14652,7030224.07 LKR,1.5,740973.17 LKR,2301993
21:52,15042,6795167.36 LKR,1.48,424318.4 LKR,2302003
21:53,13828,6894759.8 LKR,2.2,3003642.31 LKR,2302012
21:53,16069,8158576.92 LKR,21.71,30405504.86 LKR,2302022
21:54,17362,7503429.6 LKR,26.26,29241038.85 LKR,2302044
21:55,15831,7261507.04 LKR,6.63,18226424.87 LKR,2302065
21:55,15959,7788277.71 LKR,2.79,5930784.29 LKR,2302076
21:55,13884,7188418.77 LKR,1,0 LKR,2302088
21:56,13124,8456808.61 LKR,1.96,2302887.76 LKR,2302097
21:56,15032,11219099.7 LKR,1.55,2005566.93 LKR,2302109
21:56,14424,8966766.61 LKR,4.38,15531422.88 LKR,2302118
21:57,18010,10580053.41 LKR,1.19,190359.89 LKR,2302132
21:57,15618,11436054.8 LKR,4.32,17863444.19 LKR,2302141
21:58,17122,10941900.24 LKR,1.84,1328341.54 LKR,2302155
21:58,16845,11869911.73 LKR,1.03,0 LKR,2302165
21:58,15881,10209245.76 LKR,1.71,2022428.05 LKR,2302175
21:59,16376,12900677.23 LKR,1.15,0 LKR,2302187
21:59,14612,11924164.61 LKR,1.19,689349.65 LKR,2302194
21:59,13949,10567012.56 LKR,1.84,793849.19 LKR,2302205
22:00,15306,10365735.15 LKR,2.11,1672528.54 LKR,2302215
22:00,15906,13015922.57 LKR,1.45,1216265.1 LKR,2302227
22:00,14162,13567509.04 LKR,1.1,95994.34 LKR,2302236
22:01,12069,8778772.94 LKR,2.57,3911368.89 LKR,2302245
22:01,14581,12398443.74 LKR,2.2,6405579.86 LKR,2302256
22:01,14125,12685850.38 LKR,2.8,11432314.61 LKR,2302266
22:02,14402,10822186.1 LKR,1.77,943513.52 LKR,2302280
22:02,12599,10075030.59 LKR,3.15,11115973.78 LKR,2302291
22:02,14025,10886112.29 LKR,1.16,0 LKR,2302304
22:03,11697,9143061.81 LKR,2.55,8794343.77 LKR,2302312
22:03,13053,7536492.55 LKR,3.42,10191106.89 LKR,2302324
22:04,13825,9030222.38 LKR,2.43,2350286.26 LKR,2302335
22:04,13385,8450165.36 LKR,2.47,2798362.69 LKR,2302349
22:04,13308,9106163.81 LKR,1.26,0 LKR,2302361
22:05,11313,7778234.39 LKR,2.14,2521942.36 LKR,2302371
22:05,12727,8565490.7 LKR,11.08,29235097.15 LKR,2302383
22:06,14631,7859801.12 LKR,1.6,761102.19 LKR,2302401
22:06,12965,6800369.63 LKR,5.22,14152036.49 LKR,2302409
22:06,14076,8179041.66 LKR,1.51,320304.97 LKR,2302420
22:07,13273,8745161.79 LKR,3.03,6784829.4 LKR,2302429
22:07,14087,7821129.71 LKR,1.04,0 LKR,2302442
22:07,12720,8231829 LKR,1.89,1939932.8 LKR,2302450
22:08,13488,10705443 LKR,2.92,9009010.88 LKR,2302463
22:09,16610,10649549.62 LKR,33.85,42249964.25 LKR,2302471
22:09,18113,9156711.8 LKR,1.06,356255.33 LKR,2302499
22:09,14851,8004549.81 LKR,5.7,13848701.55 LKR,2302506
22:10,17543,8653685.12 LKR,5.62,18103549.18 LKR,2302521
22:10,17300,8832003.68 LKR,1.75,881654.18 LKR,2302536
22:11,14883,9929029.32 LKR,1.79,1973174.21 LKR,2302546
22:11,16405,9892966.04 LKR,1.53,1476193.28 LKR,2302557
22:11,17218,11940515.59 LKR,1.45,638071.01 LKR,2302566
